1 91815.0 1.0 0.0146875 2.121821 2.474433 0.0 0.0 0.86025 0.233459 0.0 -0.0022367817930579186 
2 103915.0 1.0 0.086358 2.960657 3.704463 0.0 0.0 0.9726 0.046335 0.0 -0.004007390726423264 
3 87834.0 1.0 0.010425 2.399881 2.379075 0.0 0.0 0.830258 0.262729 0.0 -0.0003609195454180241 
4 97598.0 1.0 0.00428 4.049134 3.674522 0.0 0.0 0.80099 0.288732 0.0 -1.6887214261293413e-05 
5 45304.0 1.0 0.049156 1.179557 0.7583478 0.0 0.0 0.100683 0.017905 0.0 -0.0008036075062930584 
6 79458.0 1.0 0.042109 -1.986075 0.8867896 0.0 0.0 0.92107 0.125659 0.2846692 0.3253067447398245 
7 99977.0 1.0 0.015263 3.753075 3.719896 0.0 0.0 0.822325 0.267472 0.0 0.0006571246181309223 
8 12527.0 1.0 0.05214 1.501343 0.6997776 0.0 0.0 0.011484 0.002673 0.0 -0.0036077425344765188 
9 96759.0 1.0 0.009158 3.637164 3.436507 0.0 0.0 0.813474 0.277384 0.0 -0.001533878295081854 
10 53797.0 1.0 0.084002 -2.691657 0.3130507 0.0 0.0 0.665126 0.09591 0.2380123 0.23722541698849797 
11 83536.0 1.0 0.0335665 -1.031918 1.047388 0.0 0.0 0.884285 0.163207 0.0 0.03975252618944049 
12 80620.0 1.0 0.02637 2.332343 2.032582 0.0 0.0 0.801072 0.268794 0.0 0.008626532103180885 
13 11684.0 1.0 0.0409705 0.9894463 0.4693075 0.0 0.0 -0.043694 -0.021285 0.0 -0.006383557537615299 
14 62978.0 1.0 0.060698 1.984298 1.37879 0.0 0.0 0.39644 0.115866 0.114309 0.12170496226335169 
15 3671.0 1.0 0.2473615 0.8386537 0.3810314 0.0 0.0 -0.048675 -0.021801 0.0 -0.0005463216269552708 
16 69362.0 1.0 0.063724 1.758343 1.425304 0.0 0.0 0.51636 0.148583 0.2262867 0.23300187468320133 
17 99134.0 1.0 0.0173115 3.300955 3.460448 0.0 0.0 0.843606 0.246372 0.0 0.008265040917223692 
18 22097.0 1.0 0.0417025 1.135487 0.5731478 0.0 0.0 -0.005197 -0.008373 0.0 0.003071496072024107 
19 30114.0 1.0 0.0426735 1.327697 0.7006597 0.0 0.0 0.040791 0.006919 0.0 0.0011204392751276494 
20 12952.0 1.0 0.4458435 -3.24788 0.03112702 0.0 0.0 0.053621 0.005184 0.0 0.000677489312338829 
21 14846.0 1.0 0.0313925 0.5344135 0.2770075 0.0 0.0 -0.083753 -0.039085 0.0 0.00151830109038949 
22 101497.0 1.0 0.012627 2.831418 3.444015 0.0 0.0 0.886775 0.194711 0.0 0.0016661892615437508 
23 26203.0 1.0 0.0437835 2.391493 1.151981 0.0 0.0 0.137704 0.052735 0.0 0.0010143999551117421 
24 69343.0 1.0 0.06647 1.536776 1.327606 0.0 0.0 0.50171 0.138204 0.230737 0.23688490977399945 
25 35309.0 1.0 0.1033005 -3.815045 0.1345785 0.0 0.0 0.688888 0.013603 0.1334658 0.14001346545186638 
26 94931.0 1.0 0.0038285 1.122403 2.247403 0.0 0.0 0.896303 0.188372 0.0 -0.0002021463856637478 
27 16182.0 1.0 0.2057995 -2.857687 0.04119149 0.0 0.0 0.001506 0.003278 0.0 -0.0025899365544855596 
28 14568.0 1.0 0.288184 -3.039657 0.03601179 0.0 0.0 0.019532 0.003693 0.0 -0.0003430557785689831 
29 50169.0 1.0 0.051347 1.933761 1.149503 0.0 0.0 0.222747 0.064981 0.0 0.0014193596404016018 
30 9277.0 1.0 0.032289 0.9074985 0.4257985 0.0 0.0 -0.055654 -0.025893 0.0 -0.001052699871236086 
31 58961.0 1.0 0.059635 1.804851 1.223828 0.0 0.0 0.315278 0.087952 0.06803286 0.07188346434355974 
32 27341.0 1.0 0.3053235 -3.395836 0.08761045 0.0 0.0 0.474682 0.0371 0.1735564 0.16652710639277102 
33 56471.0 1.0 0.060712 0.7559597 0.7183567 0.0 0.0 0.160914 0.025145 0.06355057 0.05081206760992706 
34 92399.0 1.0 0.0053655 -0.3356776 1.492113 0.0 0.0 0.907743 0.173573 0.0 -0.0026152316483438014 
35 50953.0 1.0 0.052887 1.742224 1.074636 0.0 0.0 0.211178 0.057895 0.0 0.00521692256141603 
